Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2014-02-20,810.70556640625,822.7956645595946,808.2801155608697,816.8709433026398,1587924
2014-02-21,816.7593994140625,819.462570121114,811.2235090342659,813.9081469164973,1717860
2014-02-24,806.4655151367188,816.5931204374264,803.5772862064078,816.1302516467919,2450424
2014-02-25,810.5385131835938,814.4636754921571,807.2429245614469,810.5755788371594,3305374
2014-02-26,808.0391845703125,812.7975114023293,806.1877096012867,812.4272164085241,3859712
2014-02-28,842.6987915039062,844.272545151667,799.8926561231942,800.2074430143651,3988192
2014-03-03,829.479248046875,851.3081179848604,825.0171756721483,841.2361130951653,1606078
2014-03-04,829.7013549804688,834.6448287926542,823.5359801396908,826.9426756457912,2030332
2014-03-05,833.8671875,846.5868555870032,830.4049838529833,834.9596299594759,2302006
2014-03-06,829.7384643554688,836.8666426166951,826.5538914122114,834.2190697098582,1314562
2014-03-07,825.2023315429688,833.1822061392593,797.1710207039648,831.4973459635343,4698472
2014-03-10,793.4124145507812,825.2022712120856,790.5796944302458,825.0541893981634,3829768
2014-03-11,796.7450561523438,806.3727244070147,785.7658475543046,797.9855803390793,2550254
2014-03-12,807.0390625,810.8531173928342,797.2447821654399,797.2447821654399,1669788
2014-03-13,795.9675903320312,815.389543903231,791.2648621787032,795.4121478634323,2019884
2014-03-14,792.2648315429688,800.022495143832,786.6178317508172,792.8017413112447,2161246
2014-03-18,785.7658081054688,796.8006146318655,779.193073376971,790.7647894482698,2565842
2014-03-19,755.1795654296875,768.3620572265187,745.4223020807335,768.3620572265187,8652662
2014-03-20,780.656005859375,786.0993250102862,744.8114721621663,754.661311445832,5728956
2014-03-21,787.6173095703125,794.2826182549695,772.064922639446,786.8767197164617,4680776
2014-03-24,797.0968017578125,799.0778251405674,787.3024297737088,791.3016325931734,2183014
2014-03-25,794.8937377929688,804.2807523487156,788.7283621099283,793.9124921895241,2249968
2014-03-26,775.2125854492188,799.2817605407876,773.0093482716474,795.4121958568768,3192350
2014-03-27,775.4901123046875,783.1737316578317,764.6775190548038,777.9710701114027,5012476
2014-03-28,778.397216796875,786.080838650346,770.2321933247841,776.5086759869281,2971162
2014-03-31,789.8945922851562,794.2640905317612,770.9540428128242,779.1005312575322,2683268
2014-04-01,806.0208129882812,809.0942784425741,794.2454182235076,794.282483871543,2755932
2014-04-02,804.3731689453125,815.3894432121432,800.2258837727246,810.945904012077,3763016
2014-04-03,802.2439575195312,807.9835288749675,795.2454195767745,804.5953664622432,1581194
2014-04-04,792.0054321289062,809.8350987588934,788.728285485342,804.280674213222,1694656
2014-04-07,797.54150390625,802.040552642376,785.284701479965,788.7655292235462,2594986
2014-04-09,792.5791625976562,800.5775685467838,779.4707593852821,796.8746195710818,3350500
2014-04-10,787.302490234375,795.6341257464084,783.2477790326583,792.5791927253294,2152886
2014-04-11,801.35546875,805.3545825419789,777.6195224045069,784.2848325965456,2340742
2014-04-15,834.1821899414062,836.1262389913196,805.0399870263751,807.61351959259,3597244
2014-04-16,813.2787475585938,838.3476954595046,808.7981428832614,838.3476954595046,3475910
2014-04-17,823.128662109375,824.6469076654382,793.4310232549494,822.0548428456547,7681438
2014-04-21,822.7029418945312,830.5346452270327,818.8333771047234,822.0549256243319,1842594
2014-04-22,822.4437255859375,833.1266820643465,822.0178320946683,827.2204949112781,1486274
2014-04-23,819.740478515625,830.90483554531,815.0562833714391,826.2761484842392,1938992
2014-04-24,819.740478515625,819.740478515625,819.740478515625,819.740478515625,0
2014-04-25,816.5928955078125,827.6091696904936,812.1308235143564,824.6468102464113,3160448
2014-04-28,811.4459228515625,823.0546159784415,807.2801044176008,816.5929867994612,2550766
2014-04-29,812.5196533203125,817.0002581523954,806.0950000981501,809.464720135902,1846180
2014-04-30,810.6495361328125,816.7224264290835,807.6131361866888,809.1313813617625,2397378
2014-05-02,817.7778930664062,822.0177523125171,807.7058881522619,807.7058881522619,1917778
2014-05-05,819.7222290039062,825.3877620056213,816.1858927861896,818.6484093962156,1314478
2014-05-06,814.2416381835938,822.6474069949146,810.9460488498888,819.7220222566319,961232
2014-05-07,801.8922729492188,815.7598011937416,792.4682842481932,811.3347944791508,4716182
2014-05-08,800.5963745117188,807.909701233816,795.2640719250709,801.7257924154366,2606900
2014-05-09,799.7998046875,808.9831349832473,796.8745115548297,796.8745115548297,1799440
2014-05-12,799.596435546875,802.3180491838967,786.1916860486843,797.2450264553974,2886064
2014-05-13,818.70361328125,829.0904048574814,801.9848322122658,801.9848322122658,2547484
2014-05-14,820.6106567382812,828.6089732392613,815.0562326109178,819.9810830139492,1389228
2014-05-15,812.1121826171875,823.9061107461064,803.965695230035,820.6105224647315,2520196
2014-05-16,800.1146850585938,834.4224705194194,777.7118441718438,814.6672923435192,5241798
2014-05-19,754.1798095703125,799.8372012208109,740.4048536300979,796.1342512151591,6516606
2014-05-20,765.84375,799.8368335047543,750.957915901686,750.957915901686,4702114
2014-05-21,771.2688598632812,773.5461376060588,761.2523635525818,763.2519200875064,4116946
2014-05-22,782.0443115234375,786.5063832379617,768.3989984295473,776.4158470123335,4216842
2014-05-23,787.9506225585938,795.7638825084518,776.1382492962844,784.6550335204325,3094780
2014-05-26,797.615234375,803.3918711198296,790.0612543893282,795.7637598290971,2650850
2014-05-27,789.2653198242188,808.946554816685,784.2848697754368,799.892769053395,1795094
2014-05-28,796.3377685546875,799.3741688570318,785.9324450069092,792.4311390175092,1887488
2014-05-29,799.8184814453125,807.2429125521143,790.6536823234479,794.2825905615987,2820710
2014-05-30,792.93115234375,802.4291819490888,788.7837764497585,799.392781344165,2585648
2014-06-02,788.6727294921875,799.0039223579316,783.562641139782,793.912366833695,1095158
2014-06-03,788.2098388671875,791.6905751125219,779.5448831010826,788.6727075383244,2484628
2014-06-04,773.6388549804688,790.5427861419807,769.1027410766703,788.7283767420837,2141062
2014-06-05,779.1561279296875,783.6922413294539,765.7700008748523,771.361491104754,4348470
2014-06-06,779.1936645507812,787.9978141713817,768.6324453959007,785.1378186461278,3361586
2014-06-09,790.24072265625,791.8108675954667,777.6046291777953,780.2215678336822,2666196
2014-06-10,806.8206787109375,807.867472213779,790.6891609431092,790.6891609431092,2628068
2014-06-11,825.0645751953125,827.700224244986,799.3625018363049,809.3816555963842,3544562
2014-06-12,836.4296264648438,842.6541648652701,816.4100294489795,840.7849231508396,2734338
2014-06-13,827.5318603515625,837.0462806151874,816.8771846045626,836.6724323433627,1904022
2014-06-16,848.54248046875,851.2341709309756,826.205036605766,826.205036605766,2439906
2014-06-17,852.3182373046875,858.7297002998201,849.0096427430959,854.2060985436381,1918144
2014-06-18,832.5791015625,857.2343854092475,830.4294732519447,857.2343854092475,1948824
2014-06-19,850.89794921875,855.7392693383601,826.242657375709,833.6822064764277,1896354
2014-06-20,857.0098266601562,859.477262007078,845.6448745802569,854.2059643439087,1155674
2014-06-23,848.2060546875,859.813975528109,842.6730796184753,857.2344578461049,1262734
2014-06-24,863.2349853515625,867.1416843212778,843.0284536083128,848.2623331429098,1479100
2014-06-25,863.7953491210938,867.3281978796944,857.2342921285083,863.5897142681439,1028422
2014-06-26,862.7113037109375,876.3567715756546,856.542804539216,858.3560059559037,2036182
2014-06-27,897.0679321289062,899.8156630620168,865.4590321600617,866.206728948105,3058836
2014-06-30,906.7320556640625,910.3210375362954,888.4883230830795,897.4419758139727,2146470
2014-07-01,893.7781372070312,904.3393553921608,890.6191362165936,904.3019340403918,1092790
2014-07-02,897.8345336914062,901.6290592024218,891.0678397881092,897.2363396230174,907740
2014-07-03,903.927978515625,914.0593063130433,894.2453417999179,896.8622805091986,1526762
2014-07-04,901.1616821289062,906.7694088378602,897.610121879902,901.8719576700696,536136
2014-07-07,930.3402099609375,933.8730581596317,901.1239104040975,904.7316012804192,2204902
2014-07-08,915.722900390625,929.443117746046,909.666574860806,928.9945179422775,2500588
2014-07-09,896.5445556640625,924.3962630705491,890.3574373044551,923.4056012620406,1554242
2014-07-10,879.2166137695312,904.5635514795531,872.9359429067225,897.0678734156966,1990562
2014-07-11,895.1614990234375,900.9748612998382,882.6937066393668,886.3947701833677,1329446
2014-07-14,907.0496826171875,911.8162497283134,891.7218981814102,904.264530285003,1587924
2014-07-15,896.974365234375,908.4514913356179,894.8994886356525,907.0308493499972,1389656
2014-07-16,897.9277954101562,906.2085007711951,892.3200695390474,900.8437398458689,1407240
2014-07-17,890.4884033203125,908.3770902927956,887.8901745375657,900.9748718465404,1790220
2014-07-18,912.6387329101562,929.0133117498428,910.3208909902886,916.676314048537,3507488
2014-07-21,921.0689086914062,923.3494202251062,913.3302657950717,922.6577642416603,981072
2014-07-22,946.7337646484375,949.5750493361908,920.3774493026889,921.5364159896498,2399016
2014-07-23,966.8281860351562,970.6228027758896,946.6965006500257,949.5751156202238,2065858
2014-07-24,970.21142578125,972.7536133556363,959.6689183258718,970.0992529981055,1481418
2014-07-25,974.1552124023438,977.3703443064039,959.6685907077871,969.7624948562524,1806914
2014-07-28,985.0162353515625,988.9535054840893,971.9678808418773,980.3941014453643,1314922
2014-07-30,987.2041015625,992.89133411576,978.663732991666,983.3048156718155,1899252
2014-07-31,981.4979858398438,988.3264738876322,977.3894507451113,979.6149343434561,2407210
2014-08-01,957.2838745117188,984.5028025922261,954.8492363183158,979.5764077767582,2381882
2014-08-04,960.9547119140625,966.98428026171,946.4797913847128,963.2181799783332,1828636
2014-08-05,960.060791015625,968.1637121719635,947.2788032324731,968.125633225616,1404656
2014-08-06,953.5746459960938,964.3025068102404,947.3358285779973,957.188616630163,1837562
2014-08-07,939.5562133789062,949.14272655094,935.4667206693181,947.2406369185733,1672656
2014-08-08,942.9423217773438,953.9744466291697,937.7306124052043,937.7306124052043,1464790
2014-08-11,939.0237426757812,949.3521469759704,933.9261786877214,947.5831475721046,1290896
2014-08-12,940.29833984375,947.2028904828333,928.2961314751548,947.2028904828333,984552
2014-08-13,951.0640258789062,962.4575262409298,939.6324465672319,939.6324465672319,2768378
2014-08-14,950.9501953125,963.2186796804681,947.2601581242147,956.3711535216022,1578056
2014-08-18,946.3275146484375,952.9467483249438,939.6321230988467,947.6399377027761,1373260
2014-08-19,927.6492919921875,952.9090100145496,926.3178289936341,951.0449989667701,3234156
2014-08-20,926.7744140625,933.9453312944737,924.4348802576377,929.9319023818292,2056758
2014-08-21,925.3478393554688,935.8283748932961,924.4158337360608,930.8829403918274,2265450
2014-08-22,937.42578125,938.9474528672796,926.6219499175008,929.7413581578311,3096238
2014-08-25,959.4332885742188,961.8869662349181,938.4531789877973,939.6325120032618,3143512
2014-08-26,963.9030151367188,970.0657673187071,951.0448699203012,962.0769904113766,1815490
2014-08-27,970.0470581054688,976.6853349824647,956.3900862739926,963.9794083446989,1435460
2014-08-28,959.547607421875,969.7998563825319,955.9906611266117,968.9248761995543,1766288
2014-09-01,965.1778564453125,973.8704481818324,959.81401634275,960.7079432554154,810148
2014-09-02,965.4630126953125,971.892134003339,956.4091366484544,968.4683712669785,1407940
2014-09-03,991.5216064453125,995.1736570157555,965.8814660409033,965.8814660409033,3061690
2014-09-04,983.2855224609375,999.52935408763,980.5084522119953,997.4560943582853,1701598
2014-09-05,988.5543823242188,997.3800625130829,982.6388630689617,989.0488514890405,1467060
2014-09-08,1005.3306884765625,1008.1077586131239,988.7254789613023,993.6518737726337,1697342
2014-09-09,1000.9749145507812,1014.5748587579795,998.6353808793206,1008.8685884612529,1418098
2014-09-10,989.143798828125,1005.3496423405202,985.7390763952012,1003.5426568893358,1258768
2014-09-11,988.4591674804688,998.368982280892,985.8532669774672,992.8910001200808,1075622
2014-09-12,991.977783203125,998.3497832209141,986.499709552104,992.8907490405619,1196210
2014-09-15,973.2233276367188,996.1625501896193,971.5875117630393,994.4125903479188,1151544
2014-09-16,970.3892211914062,979.5762780665759,967.7833209325705,976.1525163179938,1535608
2014-09-17,985.739013671875,990.8936956797228,974.2504096883655,974.2504096883655,1657700
2014-09-18,1005.1781616210938,1008.7921314045918,981.8585274956409,985.9289801503843,1483078
2014-09-19,1032.5306396484375,1042.3454437891432,1005.0644753616483,1005.4448934068267,3587864
2014-09-22,1035.421630859375,1040.0627114355277,1018.0935740597406,1032.4543521711857,999584
2014-09-23,1022.639892578125,1058.4942976172558,1020.775881084385,1036.258878796738,2055990
2014-09-24,1005.4448852539062,1029.772600470705,1001.5456003224449,1024.4657873585961,2442132
2014-09-25,1030.400634765625,1036.6394552543773,1011.9122755877592,1012.2736542539355,2473158
2014-09-26,1021.0419311523438,1036.6009904939997,1015.7541580033528,1030.9327993378731,1612712
2014-09-29,1052.978271484375,1055.8314072619166,1017.7325713293508,1025.3789194878539,2089534
2014-09-30,1041.052001953125,1056.287669518679,1030.2290348665558,1054.880141404539,2788954
2014-10-01,1055.887939453125,1065.9309346637983,1041.20377165411,1046.9100400409611,2142022
2014-10-07,1039.0548095703125,1080.2730468472746,1036.867405926907,1042.1932582760683,3457674
2014-10-08,1020.7376098632812,1042.326332438519,1007.8224366951318,1041.584535876671,1962442
2014-10-09,1029.4302978515625,1035.992509310153,1021.9931062900596,1030.1720944848246,1685176
2014-10-10,1018.949951171875,1037.5713998769143,1015.145769909333,1029.4114496438656,2344362
2014-10-13,1033.425048828125,1036.5634988841105,1015.7165635734877,1019.5207454595309,2209532
2014-10-14,1026.82421875,1040.709475367652,1019.0637289138901,1038.5411114024582,2369406
2014-10-15,1026.82421875,1026.82421875,1026.82421875,1026.82421875,0
2014-10-16,1018.7977294921875,1049.4213859029003,1013.5289017669725,1038.5413913198215,3848014
2014-10-17,928.6575317382812,955.3629544752712,924.4159074202792,941.5347205206547,9892812
2014-10-20,921.8670654296875,948.6104725220479,919.8317917422568,947.2409304122161,3399242
2014-10-21,925.7090454101562,929.6464085258697,918.7093919549771,922.8369640545322,1950732
2014-10-22,932.7283935546875,946.8608924243869,930.1605707246896,945.33921963624,2067664
2014-10-27,934.7440795898438,958.5392447787382,930.1029984257203,958.2729707458483,2797208
2014-10-28,942.9044799804688,945.3010400663264,933.3369076178653,945.3010400663264,2289958
2014-10-29,955.2741088867188,958.3045282213035,942.6758545311391,943.4382288574885,2425016
2014-10-30,975.1526489257812,981.5184537623911,956.3982655202561,961.2774781538924,4111292
2014-10-31,994.07861328125,998.7099983766711,976.219964062082,976.219964062082,3170070
2014-11-03,987.4076538085938,1009.764231215541,983.652925123331,1009.764231215541,2541632
2014-11-05,990.8955078125,1005.5712058508848,987.2742316731583,1005.5712058508848,2310642
2014-11-07,980.73681640625,997.0706202911598,974.6949664246753,992.915720037357,2126740
2014-11-10,979.5169067382812,984.2246023053435,972.4078080871152,981.5944498497963,1541964
2014-11-11,983.7293090820312,988.799114984305,974.0852590086658,982.7001227561827,1249940
2014-11-12,987.9414672851562,995.2793174810622,981.5565846471602,983.4625197629799,1320582
2014-11-13,986.6832885742188,992.9537949488167,977.8016145085231,989.1800815738787,1645540
2014-11-14,993.5447998046875,995.3363600240015,981.556487722624,985.4445763623164,1457174
2014-11-17,998.0617065429688,1000.6156402311069,988.1317689101284,989.2181888305206,1570552
2014-11-18,985.6923217773438,1001.2446750428849,983.3670441337141,998.7098190252276,1467026
2014-11-19,981.0802001953125,990.3239864429031,974.866832476035,990.3239864429031,1865746
2014-11-20,993.16357421875,994.9932902907939,976.0483164592468,986.5118801925389,1795386
2014-11-21,999.5297241210938,1006.3339511296025,985.9975819752221,994.135963843183,2001594
2014-11-24,1013.0806274414062,1015.8633110336187,999.47227074302,999.47227074302,1942766
2014-11-25,1004.808837890625,1021.3523149158867,997.1850986046567,1013.9573250337869,2371684
2014-11-26,1001.49267578125,1012.5661773196189,996.8040568248375,1002.5409400857503,1584800
2014-11-27,1011.4035034179688,1017.0069338034142,1000.7302672311263,1001.4926412444722,1732418
2014-11-28,1007.4772338867188,1026.1172408298182,1004.5611905826004,1013.328491520699,1989768
2014-12-01,1026.5177001953125,1029.205087647932,1008.3350955928489,1010.33632770772,1896354
2014-12-02,1012.9278564453125,1033.3784941531321,1009.8974395366448,1026.5362086642037,1436572
2014-12-03,1004.5609741210938,1019.0650617927796,998.1379373751782,1018.4932814200232,3094670
2014-12-04,1005.5521850585938,1016.6256855479427,1002.4836112271025,1015.4821245968202,1285308
2014-12-05,983.06201171875,1010.0691428578301,980.4699219894691,1006.6765233525367,2359676
2014-12-08,957.8466186523438,989.1801683791067,953.5963281795631,989.1801683791067,3232574
2014-12-09,958.6279907226562,975.4573565022844,956.4361658692416,959.0663184680529,2487940
2014-12-10,955.9788208007812,965.1273086163344,951.5189516033452,958.6852856715079,2087970
2014-12-11,949.975341796875,961.6968444772642,948.012265565135,953.1964470653395,1938822
2014-12-12,934.1748657226562,960.5911407046796,923.4825528652632,952.9674014927376,2380786
2014-12-15,899.0867919921875,909.1311079149946,896.6472321144847,909.0929519849626,3487788
2014-12-16,931.258544921875,937.4337532289509,893.8831559710846,895.7890902055645,3339140
2014-12-17,931.6593627929688,941.5320707631199,916.8502077744915,935.2043281229745,2287076
2014-12-18,937.9866943359375,940.9599711112987,928.1139897132272,935.8521032878152,1481444
2014-12-19,956.9889526367188,962.020601957044,940.7694286795382,942.0273642754255,1903130
2014-12-22,958.0751953125,964.0217486623942,943.2089050009803,962.8781878692004,1643954
2014-12-23,959.3333740234375,966.938036613591,950.9091965490047,952.9675692733394,1266476
2014-12-24,945.3057250976562,960.915409196675,939.8738096522342,958.6854277358882,3288972
2014-12-26,954.8734741210938,956.7794091991798,939.6259934964056,947.6309208243669,626206
2014-12-29,961.696533203125,967.0522285427577,955.6356978334587,956.0168847891163,778920
2014-12-30,964.4225463867188,969.1492297180802,959.0668484336469,962.497532708648,701342
2014-12-31,975.1717529296875,978.2783901053976,962.4972837476638,965.4324053666418,1573792
2015-01-01,970.3302001953125,978.5066394778034,968.5957814231003,978.5066394778034,366830
2015-01-02,983.2525634765625,987.6362129731707,972.255376881694,972.407814421509,925740
2015-01-05,968.3101196289062,991.0478832641111,962.36356616852,983.8434873584124,1754242
2015-01-06,932.6122436523438,964.0601742622642,930.0963719782535,964.0601742622642,2423784
2015-01-07,921.5955810546875,945.0194982486207,917.688415195983,941.5316752195494,2636332
2015-01-08,931.5449829101562,933.5271370671057,922.6823835076204,931.0112651726989,1565408
2015-01-09,957.6561279296875,960.5530933196302,933.9081589884768,935.8140940068206,3197642
2015-01-12,956.6646728515625,963.6404112130949,945.438738097816,959.4473556263291,1596006
2015-01-13,952.16650390625,964.5550753409649,945.3814530787093,960.5907697071309,1468432
2015-01-14,961.3343505859375,965.0890790369042,953.1579096259047,959.0663069861132,1787096
2015-01-15,967.8719482421875,984.1295365554203,961.8300970711588,965.5466703185357,5009920
2015-01-16,965.2222900390625,970.1205785153928,946.9825542534221,969.625016974631,5293830
2015-01-19,957.1600341796875,972.4075058512077,954.1105398453834,966.6897039743876,1135074
2015-01-20,953.1392211914062,964.4033180844503,946.5828219894115,960.5914472619821,2058566
2015-01-21,958.2279052734375,961.3536200805612,948.4885587491897,961.3536200805612,2310480
2015-01-22,958.1322631835938,961.0673834316076,951.2518216573434,959.2567458227628,2113214
2015-01-23,954.3399047851562,965.184657394779,951.4810020024837,958.3042127518322,3150380
2015-01-27,955.657470703125,960.6037017301339,950.8830984281243,959.5915721076171,2738736
2015-01-28,969.9996948242188,972.0239540507984,955.9820633530403,956.0202956306752,3121980
2015-01-29,971.9285278320312,981.1144392339411,959.8016216001585,969.3885989446686,3734392
2015-01-30,948.018798828125,983.5210245397692,943.4162837332932,978.0591221419415,5817402
2015-02-02,960.29833984375,963.0674763878113,940.3796915197078,947.9995727393322,3181802
2015-02-03,977.1233520507812,979.7015139295432,957.5866515581808,959.324449039829,2345054
2015-02-04,960.3359985351562,982.2598705721463,955.6762315768796,980.8466755539821,2245418
2015-02-05,974.8884887695312,989.8991323506716,962.1314046264669,962.5133543702647,4530168
2015-02-06,983.8076171875,991.0837826324785,974.2971004086953,975.1182555293361,2136416
2015-02-09,959.8016967773438,981.2673519631494,954.8745812379443,978.3644959363977,2076432
2015-02-10,932.3969116210938,964.9008836865371,929.2840574010271,958.6941981408048,3799054
2015-02-11,939.5578002929688,950.0041593367739,934.7261750676129,937.7054006499824,2937522
2015-02-12,940.4174194335938,947.1588876088907,934.6309187606582,947.1588876088907,3107980
2015-02-13,969.6748046875,973.1123520010156,939.6917531196148,943.4157627092566,4158326
2015-02-16,987.2642211914062,991.1600919201526,975.8820943568361,977.7918440522507,2364392
2015-02-18,1006.6859741210938,1009.493342509584,979.7967449385964,987.3593697866315,2660014
2015-02-19,1024.0262451171875,1026.4134307032155,1006.4374430694451,1006.8193927632095,2618002
2015-02-20,1021.926025390625,1030.8063601467395,1009.2070756706806,1030.8063601467395,1801588
2015-02-23,1029.9849853515625,1039.6674509695279,1020.1880093826632,1020.1880093826632,1614892
2015-02-24,1033.078857421875,1042.7230911402971,1023.2436487783356,1028.9728965318536,2199922
2015-02-25,1020.6463012695312,1039.6674211588484,1018.9848754844435,1035.0840232698306,1767994
2015-02-26,1014.6307373046875,1028.495536560713,1002.7521520188227,1023.243725725058,1991994
2015-02-27,1016.8839721679688,1022.0020616085615,999.2951672200032,1015.7762619237388,2877376
2015-03-02,1019.57666015625,1034.682791934329,1013.1408625987168,1023.5107613654413,2176038
2015-03-03,1060.292724609375,1065.6400222118718,1022.1549969089219,1024.389440706896,3424308
2015-03-04,1048.83447265625,1074.0813994835696,1037.2422553691565,1064.8763691790332,3862994
2015-03-05,1029.9083251953125,1058.2680924932436,1024.0263366851493,1050.3617517752245,2173514
2015-03-09,1010.9448852539062,1023.5492303490901,996.8891120736245,1008.3476076147007,2883174
2015-03-10,1009.378662109375,1022.9569953999719,991.25516374938,1011.7467320888048,3037052
2015-03-11,995.5712280273438,1015.9673091909527,992.2291674177054,1009.1113292187865,2240200
2015-03-12,1000.3455200195312,1002.5798701266414,989.288093311505,1002.1979203733455,1827636
2015-03-13,986.3282470703125,1008.328502806797,983.5208783314013,1007.58371923815,1586838
2015-03-16,978.669921875,996.8889073947367,974.7358205637427,987.4165343757307,1556296
2015-03-17,986.8436889648438,995.6285344481192,976.93211021078,986.3853678503917,1267318
2015-03-18,977.5429077148438,992.8590332580043,974.6209368419926,989.6124611211227,1255170
2015-03-19,991.6373291015625,995.304085076125,980.8854777873107,983.9028443969668,2448964
2015-03-20,997.2518920898438,999.9446570469116,984.9913584706927,991.5417607692065,1963908
2015-03-23,999.6198120117188,1004.9098536723383,995.3611093386977,999.1806070721539,1566608
2015-03-24,989.7461547851562,1007.2012352829503,986.2322366263185,1004.5275877110956,2394878
2015-03-25,983.0436401367188,998.4171249411881,972.1389508988049,989.7850191549053,2224858
2015-03-26,959.8777465820312,987.9891861570931,955.2561183060483,975.2321045638537,3091642
2015-03-27,960.5274658203125,982.3367454970931,956.4406212267188,966.715034511026,2751776
2015-03-30,979.37646484375,981.5726760199002,962.5134198083971,964.4231686572232,1339006
2015-03-31,975.48046875,981.4006894100357,962.8952441258127,981.4006894100357,2427028
2015-04-01,971.1644897460938,979.1664115686737,963.3727521843177,977.0274556794468,2075758
2015-04-06,972.940673828125,978.8990343275466,954.9126632217792,977.0275177426773,1568542
2015-04-07,987.3399658203125,992.6872615733045,971.6800282579787,978.7269815111414,1886922
2015-04-08,1008.8823852539062,1014.649865796132,989.5748932372707,990.7779980708324,1652134
2015-04-09,1017.724365234375,1026.4709784147026,1006.4949850875215,1015.6045251799135,2544450
2015-04-10,1013.5994262695312,1020.1116899379458,1003.7642175172222,1011.5941895336236,1815544
2015-04-13,1014.2677612304688,1017.8962845713421,1003.7641410332035,1017.5143347459871,1308642
2015-04-15,1003.6683959960938,1036.573327705949,996.6595811997776,1013.9619224977963,2913934
2015-04-16,986.5000610351562,1003.3822252385329,982.1267540364092,1003.363109096723,3217570
2015-04-17,945.2686157226562,977.791607880291,943.4161216657495,976.6839906242789,9668742
2015-04-20,927.6796264648438,948.7250029882448,926.1709435127632,947.2545523132118,2890722
2015-04-21,927.0112915039062,936.5409204746672,917.0614804484812,927.6797036616675,2546032
2015-04-22,933.9053955078125,944.5617565123966,919.56316336943,928.7108414718531,4186812
2015-04-23,938.5458984375,947.1588828050662,928.7870649722382,944.17965650117,4342990
2015-04-24,952.2197875976562,960.2216157456476,934.8410749817346,937.8011853723586,3625158
2015-04-27,954.9506225585938,962.513245278527,949.5269554612771,954.6832764181263,2733052
2015-04-28,952.96484375,958.6940913076153,937.7250825465323,958.6940913076153,3088298
2015-04-29,950.0237426757812,952.964737444053,936.1780626227364,948.7632897038187,2019620
2015-04-30,941.010009765625,951.0553114237341,927.0306984871647,947.2358121810685,3738054
2015-05-04,947.827392578125,956.7077240015625,938.5268791424015,951.4367989584067,1890630
2015-05-05,961.6921997070312,968.796408991897,954.8743594805603,955.2563092243525,3255070
2015-05-06,940.7615966796875,960.6038727370244,937.9924602672248,960.6038727370244,3394406
2015-05-07,972.1578369140625,975.404410576284,937.190310172828,941.4681297602136,3205028
2015-05-08,965.2822875976562,988.4857296677156,961.0999574299759,977.7911390839846,3003664
2015-05-11,976.263671875,978.9564365682095,964.4232282802719,968.2427262140552,2573082
2015-05-12,963.6210327148438,979.7011552528896,959.839767310141,977.7914064122408,2467386
2015-05-13,960.7564086914062,972.8260586545108,947.4072829557554,972.8260586545108,1863774
2015-05-14,954.5880126953125,962.5134708381264,949.1452281875969,962.5134708381264,1309050
2015-05-15,959.1326293945312,967.2490577907855,955.2558785426716,960.6031725449096,1461454
2015-05-18,962.666015625,964.5185090256674,953.7666619460467,960.2598070419526,4507752
2015-05-19,959.7254638671875,966.3332155721827,953.6333818102162,962.2845094640628,1957722
2015-05-20,976.6648559570312,981.5728554459964,961.3295139480678,962.5135957505659,1897814
2015-05-21,976.0724487304688,985.4302162882447,973.265081163361,976.6453732748223,1579578
2015-05-22,999.9064331054688,1004.0506261040605,969.8661159618586,973.9720766772626,2691632
2015-05-25,993.451416015625,1007.1633763455831,987.6075655068172,1000.7084621149318,982978
2015-05-26,996.4500122070312,1001.9500533474173,988.8300372684432,994.9794678242722,1961740
2015-05-27,998.8941650390625,1005.7310288210875,990.0138326283338,996.1250291260395,1620690
2015-05-28,996.6981201171875,1001.8544430225647,986.2899868452222,994.5591636862785,2763608
2015-05-29,997.0034790039062,1011.6321734885895,992.0190159768866,999.5625237507026,4423532
2015-06-01,999.8487548828125,1011.0590150670511,996.2584652621771,996.6785539521402,882264
2015-06-02,993.0310668945312,1004.527791080824,989.4407767280892,999.1804948545382,3935820
2015-06-03,997.2327880859375,1002.8475252666823,989.4410487424733,994.5973715210965,1804684
2015-06-04,995.2276000976562,1001.7780960455636,988.6771973992251,999.6010005269537,4131468
2015-06-05,992.9918212890625,1005.7711293450036,990.7366049891373,999.2176187283438,2308534
2015-06-08,993.608642578125,998.4466946127466,987.5177134170588,998.4466946127466,1570320
2015-06-09,987.5174560546875,998.4464344021139,983.4119128030088,996.5189316329979,2578914
2015-06-10,1002.5903930664062,1006.1562725764953,988.3461688736946,989.1942511230985,2763350
2015-06-11,991.2374267578125,1007.3127783350716,985.6283758163775,1004.4215246659124,1847336
2015-06-12,965.9871826171875,998.041511907147,954.8076679911105,991.4687094847557,2571456
2015-06-15,965.601806640625,971.6348526651748,956.4268746306531,965.7945569176567,2525176
2015-06-16,968.3770141601562,971.1911859306192,961.6114632514999,963.751009315442,1267396
2015-06-17,969.0714721679688,974.98885018333,964.4454647528457,971.8470577937703,1975720
2015-06-18,975.3357543945312,981.6001387754853,966.8354478420276,969.5339518830541,2165046
2015-06-19,982.85302734375,984.9539866917004,974.1985581039174,977.243975054192,1999610
2015-06-22,999.0247802734375,1002.3015352926635,981.870003996313,981.870003996313,1102002
